"","X.2","X.1","X.x","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"3015",3015,3015,3015,"CF","KPSr5",2013,"Salix richardsonii","Kluane","2022",50,103,74,36,45,47,42,106,45,110,"KPSR5",381100,9,87,44.6666666666667,88.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016",3016,3016,3016,"CF","KP16Sp43",2016,"Salix pulchra","Kluane","2022",11,21,18,17,45,38,36,31,33,21,"KP16SP43",4158,6,28.3333333333333,39.6666666666667,19.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3017",3017,3017,3017,"CF","KP16Sp46",2016,"Salix pulchra","Kluane","2022",22,41,20,19,64,51,47,230,50,70,"KP16SP46",18040,6,116.666666666667,54,30.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3018",3018,3018,3018,"CF","KP16Sp51",2016,"Salix pulchra","Kluane","2022",12,10,8,5,37,32,33,18,14,36,"KP16SP51",960,6,22.6666666666667,34,9,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019",3019,3019,3019,"CF","KP16Sp52",2016,"Salix pulchra","Kluane","2022",16,33,21,10,52,48,17,160,140,20,"KP16SP52",11088,6,106.666666666667,39,27,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020",3020,3020,3020,"CF","KP16Sp55",2016,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP55",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021",3021,3021,3021,"CF","H17Sp9",2017,"Salix pulchra","Qikiqtaruk","2022",10.5,14,9,9.5,25,19,22,12,11,25,"H17SP9",1323,5,16,22,11.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022",3022,3022,3022,"CF","PC17Sp5",2017,"Salix pulchra","Kluane","2022",8,29,22,27,20,14,21,6,7,12,"PC17SP5",5104,5,8.33333333333333,18.3333333333333,25.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023",3023,3023,3023,"CF","PC17Sp6",2017,"Salix pulchra","Kluane","2022",8.5,12,8,19,38,25,39,29,21,6,"PC17SP6",816,5,18.6666666666667,34,10,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024",3024,3024,3024,"CF","H18Sp9",2018,"Salix pulchra","Qikiqtaruk","2022",4.5,5.5,6.5,4,12,16,15,12,17,NA,"H18SP9",160.875,4,NA,14.3333333333333,6,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025",3025,3025,3025,"CF","H18Sp8",2018,"Salix pulchra","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP8",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026",3026,3026,3026,"CF","KLSpE10",2013,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE10",NA,9,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",3027,3027,3027,"CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP18",NA,7,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028",3028,3028,3028,"JA","HE16Sa3",2016,"Salix arctica","Qikiqtaruk","2022",4,14.5,14,9,35,27,30,51,35,31,"HE16SA3",812,6,39,30.6666666666667,14.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029",3029,3029,3029,"JA","PC16CESa2",2016,"Salix arctica","Kluane","2022",8.5,32,39,9,63,62,44,80,24,50,"PC16CESA2",10608,6,51.3333333333333,56.3333333333333,35.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030",3030,3030,3030,"JA","PP16MSa1",2016,"Salix arctica","Kluane","2022",3.5,4,5,5,19,13,18,4,NA,NA,"PP16MSA1",70,6,NA,16.6666666666667,4.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031",3031,3031,3031,"JA","PP16MSa5",2016,"Salix arctica","Kluane","2022",3,10.5,7.5,8,20,25,24,18,5,3,"PP16MSA5",236.25,6,8.66666666666667,23,9,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032",3032,3032,3032,"JA","K17Sa5",2017,"Salix arctica","Kluane","2022",2.5,7,8,5,29,28,20,8,3,3,"K17SA5",140,5,4.66666666666667,25.6666666666667,7.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033",3033,3033,3033,"JA","KP17Sa4",2017,"Salix arctica","Kluane","2022",2.5,7,10,8,24,17,17,4,7,11,"KP17SA4",175,5,7.33333333333333,19.3333333333333,8.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034",3034,3034,3034,"JA","KP17Sa2",2017,"Salix arctica","Kluane","2022",3,12,10.5,10,37,19,16,12,5,10,"KP17SA2",378,5,9,24,11.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",3035,3035,3035,"JA","PC17Sa1",2017,"Salix arctica","Kluane","2022",7.5,27,26,12,49,50,35,40,33,26,"PC17SA1",5265,5,33,44.6666666666667,26.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036",3036,3036,3036,"JA","PC17Sa6",2017,"Salix arctica","Kluane","2022",4,10.5,13.5,6,27,25,28,10,3,6,"PC17SA6",567,5,6.33333333333333,26.6666666666667,12,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037",3037,3037,3037,"JA","PC17Sa7",2017,"Salix arctica","Kluane","2022",6,25,25,9,40,38,37,25,18,22,"PC17SA7",3750,5,21.6666666666667,38.3333333333333,25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038",3038,3038,3038,"JA","PC17Sa9",2017,"Salix arctica","Kluane","2022",3.5,14,10,9,24,36,44,10,7,12,"PC17SA9",490,5,9.66666666666667,34.6666666666667,12,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039",3039,3039,3039,"JA","H17Sa6",2017,"Salix arctica","Qikiqtaruk","2022",5,26,23,9,49,64,66,93,33,25,"H17SA6",2990,5,50.3333333333333,59.6666666666667,24.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040",3040,3040,3040,"JA","H17Sa8",2017,"Salix arctica","Qikiqtaruk","2022",2,14,21,7,25,20,23,7,8,5,"H17SA8",588,5,6.66666666666667,22.6666666666667,17.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041",3041,3041,3041,"JA","H17Sa9",2017,"Salix arctica","Qikiqtaruk","2022",4,27,22,10,29,34,34,73,38,45,"H17SA9",2376,5,52,32.3333333333333,24.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",3042,3042,3042,"JA","H17Sa10",2017,"Salix arctica","Qikiqtaruk","2022",6,17.5,17,12,36,41,33,22,10,27,"H17SA10",1785,5,19.6666666666667,36.6666666666667,17.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043",3043,3043,3043,"JA","KP18Sa4",2018,"Salix arctica","Kluane","2022",3,9.5,13,9,43,36,30,12,5,9,"KP18SA4",370.5,4,8.66666666666667,36.3333333333333,11.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044",3044,3044,3044,"JA","KP18Sa2",2018,"Salix arctica","Kluane","2022",3.5,13,8.5,8,30,20,22,11,12,10,"KP18SA2",386.75,4,11,24,10.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",3045,3045,3045,"JA","H18Sa18",2018,"Salix arctica","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA18",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046",3046,3046,3046,"JG","HE16Sp17",2016,"Salix pulchra","Qikiqtaruk","2022",6,11,15.5,9,19,26,22,18,27,15,"HE16SP17",1023,6,20,22.3333333333333,13.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047",3047,3047,3047,"JG","KP16Sp39",2016,"Salix pulchra","Kluane","2022",4.5,9.5,8,9,32,21,22,22,10,19,"KP16SP39",342,6,17,25,8.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048",3048,3048,3048,"JG","KP16Sp56",2016,"Salix pulchra","Kluane","2022",27,49,45,16,33,30,40,43,62,82,"KP16SP56",59535,6,62.3333333333333,34.3333333333333,47,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049",3049,3049,3049,"JG","PC17Sp7",2017,"Salix pulchra","Kluane","2022",10,14,10,6,31,23,20,25,16,33,"PC17SP7",1400,5,24.6666666666667,24.6666666666667,12,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3050",3050,3050,3050,"JG","PC17Sp8",2017,"Salix pulchra","Kluane","2022",15.5,51,41,13,29,37,35,320,100,110,"PC17SP8",32410.5,5,176.666666666667,33.6666666666667,46,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051",3051,3051,3051,"JG","PC17Sp9",2017,"Salix pulchra","Kluane","2022",15,21,19.5,12,31,26,29,17,30,37,"PC17SP9",6142.5,5,28,28.6666666666667,20.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052",3052,3052,3052,"JG","PC17Sp10",2017,"Salix pulchra","Kluane","2022",6.5,19.5,14,18,32,21,31,17,12,13,"PC17SP10",1774.5,5,14,28,16.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053",3053,3053,3053,"JG","H18Sp18",2018,"Salix pulchra","Qikiqtaruk","2022",3,2.9,3,4,11,16,16,8,NA,NA,"H18SP18",26.1,4,NA,14.3333333333333,2.95,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",3054,3054,3054,"JG","KP18Sp4",2018,"Salix pulchra","Kluane","2022",26,45,31,12,50,41,38,130,150,200,"KP18SP4",36270,4,160,43,38,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",3055,3055,3055,"JG","KP18Sp3",2018,"Salix pulchra","Kluane","2022",13,8,7.5,12,28,25,33,15,12,12,"KP18SP3",780,4,13,28.6666666666667,7.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056",3056,3056,3056,"JG","KP18Sp2",2018,"Salix pulchra","Kluane","2022",68,66,61,22,41,44,43,375,420,460,"KP18SP2",273768,4,418.333333333333,42.6666666666667,63.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057",3057,3057,3057,"JG","KP18Sp1",2018,"Salix pulchra","Kluane","2022",27,49,42,17,48,41,21,102,83,50,"KP18SP1",55566,4,78.3333333333333,36.6666666666667,45.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",3058,3058,3058,"JG","H18Sp16",2018,"Salix pulchra","Qikiqtaruk","2022",9,7,6.5,4,31,14,24,10,7,NA,"H18SP16",409.5,4,NA,23,6.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059",3059,3059,3059,"JG","KP16Sp59",2016,"Salix pulchra","Kluane","2022",18,61,33,20,28,21,24,74,37,16,"KP16SP59",36234,6,42.3333333333333,24.3333333333333,47,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060",3060,3060,3060,"JG","KP16Sp60",2016,"Salix pulchra","Kluane","2022",20,31,30,25,25,25,23,63,47,25,"KP16SP60",18600,6,45,24.3333333333333,30.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3061",3061,3061,3061,"MG","H15Sp23",2015,"Salix pulchra","Qikiqtaruk","2022",3.5,7.5,5.3,6,17,19,20,23,10,9,"H15SP23",139.125,7,14,18.6666666666667,6.4,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062",3062,3062,3062,"MG","H15Sp24",2015,"Salix pulchra","Qikiqtaruk","2022",9.2,7.8,6.5,7,19,17,12,8,3,NA,"H15SP24",466.44,7,NA,16,7.15,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063",3063,3063,3063,"MG","HESp11",2013,"Salix pulchra","Qikiqtaruk","2022",18,27,25,13,31,28,22,16,12,29,"HESP11",12150,9,19,27,26,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064",3064,3064,3064,"MG","HESp12",2013,"Salix pulchra","Qikiqtaruk","2022",20,32,27,13,30,22,23,10,6,20,"HESP12",17280,9,12,25,29.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065",3065,3065,3065,"MG","HESp12",2013,"Salix pulchra","Qikiqtaruk","2022",20,32,27,13,30,22,23,10,6,20,"HESP12",17280,9,12,25,29.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066",3066,3066,3066,"MG","HESp14",2013,"Salix pulchra","Qikiqtaruk","2022",5,6.5,6.5,3,17.5,23,13,6,7.5,3,"HESP14",211.25,9,5.5,17.8333333333333,6.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067",3067,3067,3067,"MG","HESp20",2013,"Salix pulchra","Qikiqtaruk","2022",4,4.5,2.5,11,21,22,27,5,8,15,"HESP20",45,9,9.33333333333333,23.3333333333333,3.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068",3068,3068,3068,"MG","KLSpC8",2013,"Salix pulchra","Kluane","2022",9,24,18,22,46,34,50,24,45,71,"KLSPC8",3888,9,46.6666666666667,43.3333333333333,21,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069",3069,3069,3069,"MG","KLSpC9",2013,"Salix pulchra","Kluane","2022",21,44,32,13,35,21,44,7,17,66,"KLSPC9",29568,9,30,33.3333333333333,38,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3070",3070,3070,3070,"MG","KLSpE11",2013,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE11",NA,9,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071",3071,3071,3071,"MG","KLSpE12",2013,"Salix pulchra","Kluane","2022",38,96,63,45,31,38,48,260,220,20,"KLSPE12",229824,9,166.666666666667,39,79.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072",3072,3072,3072,"MG","KLSpE14",2013,"Salix pulchra","Kluane","2022",54,85,72,16,72,64,73,230,300,450,"KLSPE14",330480,9,326.666666666667,69.6666666666667,78.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073",3073,3073,3073,"MG","KLSpE15",2013,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE15",NA,9,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074",3074,3074,3074,"MG","HESp17",2013,"Salix pulchra","Qikiqtaruk","2022",5,9,6.5,9,11,12,14,5,5,2,"HESP17",292.5,9,4,12.3333333333333,7.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075",3075,3075,3075,"MG","H18Sp24",2018,"Salix pulchra","Qikiqtaruk","2022",2.5,3.5,2.5,6,10,11,22,8,2,7,"H18SP24",21.875,4,5.66666666666667,14.3333333333333,3,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3076",3076,3076,3076,"MG","KLSpC10",2013,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPC10",NA,9,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3077",3077,3077,3077,"MG","KP16Sp47",2016,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP47",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078",3078,3078,3078,"MG","KP18Sp6",2018,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP6",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",3079,3079,3079,"MG","KP18Sp5",2018,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP5",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080",3080,3080,3080,"MG","H18Sp25",2018,"Salix pulchra","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP25",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081",3081,3081,3081,"MG","H18Sp21",2018,"Salix pulchra","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP21",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3082",3082,3082,3082,"IR","KLSrC10",2013,"Salix richardsonii","Kluane","2022",110,160,122,87,45,50,53,57,98,30,"KLSRC10",2147200,9,61.6666666666667,49.3333333333333,141,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3083",3083,3083,3083,"IR","KLSrC6",2013,"Salix richardsonii","Kluane","2022",94,135,83,53,40,41,42,93,36,55,"KLSRC6",1053270,9,61.3333333333333,41,109,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084",3084,3084,3084,"IR","KLSrE11",2013,"Salix richardsonii","Kluane","2022",96,150,165,67,45,53,55,36,27,46,"KLSRE11",2376000,9,36.3333333333333,51,157.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085",3085,3085,3085,"IR","KLSrE13",2013,"Salix richardsonii","Kluane","2022",105,138,98,53,36,42,35,39,45,55,"KLSRE13",1420020,9,46.3333333333333,37.6666666666667,118,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086",3086,3086,3086,"IR","KLSrE14",2013,"Salix richardsonii","Kluane","2022",25,95,43,33,37,36,49,16,18,13,"KLSRE14",102125,9,15.6666666666667,40.6666666666667,69,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3087",3087,3087,3087,"IR","KLSrE15",2013,"Salix richardsonii","Kluane","2022",78,156,70,41,50,40,42,120,150,200,"KLSRE15",851760,9,156.666666666667,44,113,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3088",3088,3088,3088,"IR","KP16Sr26",2016,"Salix richardsonii","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR26",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3089",3089,3089,3089,"IR","KP16Sr27",2016,"Salix richardsonii","Kluane","2022",32,33,28,20,32,33,34,42,36,21,"KP16SR27",29568,6,33,33,30.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3090",3090,3090,3090,"IR","H17Sr18",2017,"Salix richardsonii","Qikiqtaruk","2022",8,12,17.1,12,25,21,22,5,17,NA,"H17SR18",1641.6,5,NA,22.6666666666667,14.55,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091",3091,3091,3091,"IR","H17Sr19",2017,"Salix richardsonii","Qikiqtaruk","2022",5.5,11.5,7.4,11,17,15,18,12,33,20,"H17SR19",468.05,5,21.6666666666667,16.6666666666667,9.45,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3092",3092,3092,3092,"IR","PC17Sr12",2017,"Salix richardsonii","Kluane","2022",7.5,13,5,9,24,25,29,11,9,NA,"PC17SR12",487.5,5,NA,26,9,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093",3093,3093,3093,"IR","PC17Sr13",2017,"Salix richardsonii","Kluane","2022",14,20,15,16,26,29,21,16,20,8,"PC17SR13",4200,5,14.6666666666667,25.3333333333333,17.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094",3094,3094,3094,"IR","KLSrC7",2013,"Salix richardsonii","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7",NA,9,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095",3095,3095,3095,"IR","H18Sr17",2018,"Salix richardsonii","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR17",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096",3096,3096,3096,"IR","H18Sr20",2018,"Salix richardsonii","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR20",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097",3097,3097,3097,"SAB","HE16Sa14",2016,"Salix arctica","Qikiqtaruk","2022",5,16.5,19,10,19,21,21,9,8,24,"HE16SA14",1567.5,6,13.6666666666667,20.3333333333333,17.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098",3098,3098,3098,"SAB","HE16Sa6",2016,"Salix arctica","Qikiqtaruk","2022",2.5,8.5,7.5,6,20,25,22,5,8,4,"HE16SA6",159.375,6,5.66666666666667,22.3333333333333,8,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3099",3099,3099,3099,"SAB","HE16Sa7",2016,"Salix arctica","Qikiqtaruk","2022",3.5,20,14,10,35,26,29,16,16,25,"HE16SA7",980,6,19,30,17,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100",3100,3100,3100,"SAB","HE16Sa8",2016,"Salix arctica","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA8",NA,6,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101",3101,3101,3101,"SAB","KP16Sa6",2016,"Salix arctica","Kluane","2022",5.5,11,9.5,7,22,30,28,8,6,NA,"KP16SA6",574.75,6,NA,26.6666666666667,10.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102",3102,3102,3102,"SAB","H17Sa12",2017,"Salix arctica","Qikiqtaruk","2022",2,9,10,7,35,32,23,9,12,NA,"H17SA12",180,5,NA,30,9.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103",3103,3103,3103,"SAB","H17Sa13",2017,"Salix arctica","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA13",NA,5,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104",3104,3104,3104,"SAB","H17Sa15",2017,"Salix arctica","Qikiqtaruk","2022",7,18.5,14,9,38,31,34,13,27,25,"H17SA15",1813,5,21.6666666666667,34.3333333333333,16.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105",3105,3105,3105,"SAB","KP17Sa6",2017,"Salix arctica","Kluane","2022",5.5,19,19.5,10,42,33,33,9,17,24,"KP17SA6",2037.75,5,16.6666666666667,36,19.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
